domain	subdomain	ko_KR	en_XX
기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업	초록	내장된 단일 또는 다수의 결함, 전하 운반자층에 대한 적어도 제1 및 제2 접촉부가 구비된 튜닝가능한 고체 상태 2D 전하 운반자층 또는 쿠아시 2D 전하 운반자층을 포함하는 고속 미니어처 테라- 및 기가헤르츠 전자기 복사선 온-칩 분광기가 제공된다. 또한 장치는 제1 및 제2 접촉부 사이에서 장치 응답을 측정하기 위한 장치, 및 전하 운반자층 파라미터 중 적어도 하나의 제어가능한 튜닝을 위한 장치를 포함한다. 작동 원리는 서로 다른 파장의 복사선이 전하 운반자층 내 플라즈마 모드의 구별되는 세트를 여기시킨다는 사실에 기초한다.	A high speed miniature tera- and gigahertz electromagnetic radiation on-chip spectrometer that comprises a tunable solid state 2D charge carrier layer or a quasi 2D charge carrier layer with incorporated single or multiple defects, at least first and second contacts to the charge carrier layer. Also the device includes an apparatus for measuring the device response between the first and second contacts, and an apparatus for a controllable tuning of at least one of the charge carrier layer parameters. The operation principle is based on the fact that radiation of different wavelengths excites distinct sets of plasma modes in the charge carrier layer.
경제	경제경영	사회적으로 고령자와 1인 가구가 빠르게 증가하는 것도 쌀 소비량 감소에 힘을 보태고 있다.	Socially, the rapid increase of elderly and single-person households is also contributing to the decrease in rice consumption.
finance	금융/증시	차기 회장 후보군 등을 마련하지 않아 '포스트 손태승' 준비가 미흡하다는 게 우리금융 안팎의 평가다.	"Insiders and outsiders of Woori Financial Group say that preparations for ""post-Sohn Tae-seung"" are insufficient as it has not prepared a group of candidates for the next chairman."
기계	재료공학	얇은 기체 투과막을 형성하기 위해서는 크랙의 조절이 중요하다.	In order to form a thin gas permeable film, it is important to control cracks.
travel	관광	야간에는 해변 반대편으로 인천의 화려한 조명이 보여 야경을 연출한다.	At night, colorful lights from Incheon are seen on the other side of the beach, creating a night view.
edu_notice	가정통신문	수용비 조정으로 인하여 1기 방과후학교 프로그램의 수강료를 아래와 같이 정정하고자 하오니 학부모님의 양해 부탁드립니다.	We would like to correct the tuition fee for the first after-school program as below due to the adjustment of the accommodation fee, so please understand.
위해식품정보	식품일반	121°C 및 210kPa에서 20분 동안 고압증기멸균 후 시험관을 즉시 혐기성 조건에 두었다.	After autoclaving at 121°C and 210 kPa for 20 min, the test tubes were put immediately under anaerobic conditions.
edu_notice	가정통신문	마인크래프트 캐릭터를 이용하여 스크래치 프로그램을 이용하여 다양한 플래시 코딩을 만들어 가는 과정입니다.	It is the process of creating various flash coding using a scratch program using a Minecraft character.
해외영업	도소매유통	저는 골프 치퍼 제품을 소개하려고 합니다.	I would like to introduce a golf chipper product.
뉴스	문화,학술_문화재	갑옷을 두른 듯 한 가로무늬 깃털과 노란 발가락에 면도날처럼 날카로운 검은 발톱이 선명하게 눈에 띈다.	Horizontally feathered feathers and yellow toes with sharp razor-sharp black claws stand out.
교육	초중고등교육	수학 아이디어의 발전에서, 하나의 중요한 초기 원동력은 항상 물리적 세계의 행동을 정확하게 반영하는 수학 구조를 찾는 것이었다.	In the development of mathematical ideas, one important initial driving force has always been to find mathematical structures that accurately mirror the behavior of the physical world.
해외고객과의채팅	연구개발,과학기술	물론 당신은 하나를 받게 될 것입니다, 당신은 더 나은 명확성을 위해 프레젠테이션에 참석해야합니다!	Of course you will receive one, you should attend the presentation for better clarity!
정치	정치일반	제왕 이데올로기와 왕권과 관련된 다양한 주제들도 히타이트, 시리아, 이집트, 아시리아와 바벨론으로부터 유입되었고, 무엇보다 아시리아와 바벨론은 이스라엘 왕국 시대에 정치적, 문화적, 그리고 종교적으로 지대한 영향을 끼쳤다.	Various subjects related to monarchy ideology and kingship also came from Hittites, Syria, Egypt, Assyria, and Babylon, and above all, Assyria and Babylon had a profound political, cultural, and religious influence during the time of the Kingdom of Israel.
일상생활	여행	1차.	The first shot.
edu_notice	가정통신문	늦어도 연수 시작 10분 전까지는 입장을 완료 부탁드립니다.	Please complete your admission at least 10 minutes before the start of the training.
기타 절연선 및 케이블 제조업	청구항	꼬인 와이어에 의해 제조되며 서로 소정의 각도로 교차하는 꼬인 그룹들에 의해 형성되는 전류 도체에 있어서, 브레이드(braid)는 폐쇄된 단면 윤곽을 가지며, 상기 윤곽의 보존을 위하여 그리고 서로 마주하는 브레이드 부분들을 서로 이격시키기 위하여 상기 단면 내에 스페이서 인서트(12)가 위치하며, 상기 그룹들(11,11a,11b)간의 서로 교차하는 교차부의 교차각도는 90°±30°인 것을 특징으로 하는 전류 도체.	A current conductor made of braided wire and formed of braided groups intersecting one another at an angle, characterized in that the braid has a closed cross- sectional profile, and a spacer insert (12) is positioned within the cross section for preserving the shape of the profile and for spacing from one another braid portions that face one another; and the angle of intersection between groups (11, 11a, lib) intersecting one another is 90°±30°.
세계	국제기구	UNWTO가 주최하는 산악관광회의가 울산에서 열리는 것은 국내 최조, 아시아에서는 두 번째이다.	The UNWTO-hosted mountain tourism conference is held in Ulsan for the first time in Korea and Asia.
해외고객과의채팅	도소매유통	50개 이상 구매 시 가격은 각각 RM 18입니다.	If you purchase more than 50 quantity, the price will be RM 18 each.
ICT	통신	이 때, 모니터링은 사용자의 위치나 자동 반복 주문에 상응하는 오프라인 매장의 위치 등을 고려하여 수행될 수 있다.	In this case, monitoring may be performed in consideration of the location of the user or the location of an offline store corresponding to an automatic repeat order.
경제	산업경제	조직 내부역량 자가 평가 결과는 평균 5점 이상으로, '대체로 강함' 수준으로 평가하고 있는 것으로 나타났다.	The results of the inner competency self-evaluation of this organization averaged 5 points or higher, showing that the assessment was 'generally strong'.
medical	의료/보건	「수능송」 음원과 영상제작에는 도교육청 홍보대사인 이현지와 군포고 3학년 김호진학생을 포함함해, 나루고 3학년 김래원학생이 참여했다.	In the production of the song and video for the SAT Song, the Provincial Office of Education Public Relations Ambassador Lee Hyun-ji and a third-grader at Gunpo High School Kim Ho Jin, and a third-grader at Naru High School Kim Rae-won participated.
기타 주변 기기 제조업	제목	상반신 전기 코타츠와 코타츠 이론을 응용한 전기모포	UPPER HALF BODY ELECTRIC WARMER AND ELECTRIC BLANKET APPLYING WARMER THEORY
뉴스	문화,생활	부모님 댁에 가기 싫은 여러 가지 이유 중 하나는 엄마와 내가 음식 준비를 하면 아빠와 오빠는 누워서 텔레비전만 본다.	One of the many reasons why I don't want to go to my parents' house is that when my mom and I prepare food, my dad and brother just lie down and watch TV.
구어체	구어체	이 장학금은 제가 이루고 싶은 꿈의 작은 발판이 되어, 미래에 전남대학교를 빛낼 멋진 인재가 되고 싶습니다.	This scholarship will become a stepping stone to achieve my dreams, and I hope to become an aspiring student to bring honor to Junnam University in the future.
일상생활	여행	가운데 땅 뭐 할거야.	What are you going to do with the ground in the middle?
경제	산업경제	학력은 고졸 이하, 학사 2년제, 학사 4년제, 석사로 구분하고 고졸 이하 기준 더미 변수 3개를 사용하였다.	Educational background was divided into high school graduate or lower, bachelor's two-year system, bachelor's four-year system, and master's degree, and three dummy variables were used based on high school graduate or lower.
위해식품정보	농산물	CSOIL 모델은 7가지 다른 경로를 통한 잠재적인 인체 노출을 설명한다.	The CSOIL model accounts for potential human exposure through 7 different pathways.
